item_id,lost_or_found,item_name,description,color,brand,location,user,timestamp
7686,found,Power Bank,Power Bank (pink) discovered near walkway.,pink,Fastrack,Bus Stop,Kiran,2025-08-24 17:34:15
7687,lost,Water Bottle,"I lost my pink water bottle, has scratches near the edge.",pink,Pearson,Hostel Block A,Ananya,2025-11-14 17:34:15
7688,found,Flask,Item looks damaged and unrecognizable.,pink,Cello,Academic Block,Pooja,2025-09-22 17:34:15
7689,lost,Shoe,"Missing shoe (brown), last seen near campus.",brown,Pearson,Hostel Block A,Shiva,2025-10-13 17:34:15
7690,found,Shoe,"Picked up brown shoe, belongs to someone.",brown,Pearson,Hostel Block A,Deepak,2025-09-04 17:34:15
7691,lost,USB Cable,"I lost my blue usb cable, has scratches near the edge.",blue,Fastrack,Seminar Hall,Sneha,2025-11-26 17:34:15
7692,found,Pen Drive,Found something totally unrelated.,purple,Puma,Hostel Block A,Kavya,2025-09-25 17:34:15
7693,lost,Pen Drive,"I lost my silver pen drive, has scratches near the edge.",silver,Pearson,Sports Ground,Suma,2025-09-12 17:34:15
7694,found,Pen Drive,Found sum pen drive (silver) lol not sure whose.,silver,Pearson,Sports Ground,Vikas,2025-11-22 17:34:15
7695,lost,Umbrella,"I lost my purple umbrella, has scratches near the edge.",purple,None,Garden,Amit,2025-11-23 17:34:15
7696,found,Umbrella,"purple umbrella found, looks used but fine.",purple,None,Garden,Siri,2025-08-11 17:34:15
7697,lost,Calculator,"Missing calculator (green), last seen near campus.",green,Nike,Library,Kiran,2025-10-12 17:34:15
7698,found,Calculator,"Picked up green calculator, belongs to someone.",green,Nike,Library,Manoj,2025-11-18 17:34:15
7699,lost,Bag,"Missing bag (silver), last seen near campus.",silver,Fastrack,Auditorium,Megha,2025-10-29 17:34:15
7700,found,Pencil Box,"Unclear item, hard to identify.",silver,Lenskart,Hostel Block A,Rohit,2025-09-14 17:34:15
7701,lost,USB Cable,"I lost my yellow usb cable, has scratches near the edge.",yellow,Fastrack,Sports Ground,Kiran,2025-10-04 17:34:15
7702,found,USB Cable,USB Cable (yellow) discovered near walkway.,yellow,Fastrack,Sports Ground,Rohit,2025-08-11 17:34:15
7703,lost,Pen,L0st pen (grey) bro pzls help find.,grey,Adidas,Cricket Ground,Pooja,2025-08-18 17:34:15
7704,found,Mobile Case,Found something totally unrelated.,grey,None,Hostel Block A,Deepak,2025-10-23 17:34:15
7705,lost,Ruler,"My yellow ruler is gone, slightly damaged.",yellow,HP,Cricket Ground,Suma,2025-11-19 17:34:15
7706,found,Ruler,Found sum ruler (yellow) lol not sure whose.,yellow,HP,Cricket Ground,Yash,2025-08-16 17:34:15
7707,lost,Pen,"yaar Can't find my pen (black), has a sticker.",black,None,Main Gate,Suma,2025-10-29 17:34:15
7708,found,Water Bottle,Found something totally unrelated.,grey,Fastrack,Library,Nikhil,2025-09-25 17:34:15
7709,lost,Earphones,"Can't find my earphones (yellow), has a sticker.",yellow,Cello,Garden,Siri,2025-09-03 17:34:15
7710,found,Earphones,"yellow earphones found, looks used but fine.",yellow,Cello,Garden,Amit,2025-08-07 17:34:15
7711,lost,Pencil Box,"Missing pencil box (grey), last seen near campus.",grey,Boat,Sports Complex,Vikas,2025-10-24 17:34:15
7712,found,Pencil Box,Found a grey pencil box with minor marks.,grey,Boat,Sports Complex,Ananya,2025-11-28 17:34:15
7713,lost,Clipboard,"My yellow clipboard is gone, slightly damaged.",yellow,Lenovo,Library,Sneha,2025-08-20 17:34:15
7714,found,Notebook,fr Found something totally unrelated.,red,Milton,Bus Stop,Harsha,2025-09-11 17:34:15
7715,lost,Wallet,"My red wallet is gone, slightly damaged.",red,Milton,Classroom A102,Megha,2025-11-11 17:34:15
7716,found,Wallet,Found a red wallet with minor marks.,red,Milton,Classroom A102,Rohit,2025-08-07 17:34:15
7717,lost,Water Bottle,"I lost my pink water bottle, has scratches near the edge.",pink,Nike,Gym,Shiva,2025-09-18 17:34:15
7718,found,Water Bottle,"ngl Picked up pink water bottle, belongs to someone.",pink,Nike,Gym,Amit,2025-09-14 17:34:15
7719,lost,Glasses,"I lost my yellow glasses, has scratches near the edge.",yellow,Reebok,Parking Area,Rohit,2025-09-29 17:34:15
7720,found,Glasses,"yellow glasses found, looks used but fine.",yellow,Reebok,Parking Area,Ravi,2025-11-29 17:34:15
7721,lost,Ruler,L0st ruler (black) bro pls help find.,black,Reebok,Corridor,Kiran,2025-10-08 17:34:15
7722,found,Ruler,Ruler (black) discovered near walkway.,black,Reebok,Corridor,Vikas,2025-08-28 17:34:15
7723,lost,Cap,"I lost my grey cap, hazs scratches near the edge.",grey,Lenskart,Canteen,Amit,2025-08-21 17:34:15
7724,found,Cap,Found sum cap (grey) lol not sure whose.,grey,Lenskart,Canteen,Rahul,2025-10-08 17:34:15
7725,lost,Laptop Bag,"Dropped my blue laptop bag somewhere, idk where.",blue,Cello,Auditorium,Amit,2025-09-27 17:34:15
7726,found,Laptop Bag,"blue laptop bag found, looks used but fine.",blue,Cello,Auditorium,Rohit,2025-09-26 17:34:15
7727,lost,Watch,"yaar Dropped my pink watch somewhere, idk where.",pink,Lenovo,Gym,Sneha,2025-11-10 17:34:15
7728,found,Watch,btw Watch (pink) discovered near walkway.,pink,Lenovo,Gym,Amit,2025-10-22 17:34:15
7729,lost,Ruler,"Dropped my black ruler somewhere, idk where.",black,WildHorn,Sports Ground,Ananya,2025-10-04 17:34:15
7730,found,Ruler,"Picked up black ruler, belongs to someone.",black,WildHorn,Sports Ground,Shiva,2025-11-08 17:34:15
7731,lost,Glasses,"My grey glasses is gone, slightly damaged.",grey,Lenskart,Bus Stop,Amit,2025-11-24 17:34:15
7732,found,Glasses,"Picked up grey glasses, belongs to someone.",grey,Lenskart,Bus Stop,Siri,2025-10-24 17:34:15
7733,lost,Power Bank,"I lost my grey power bank, has scratches near the edge.",grey,Lenovo,Bus Stop,Amit,2025-08-25 17:34:15
7734,found,Power Bank,"Picked up grey power bank, belongs to someone.",grey,Lenovo,Bus Stop,Harsha,2025-08-13 17:34:15
7735,lost,Calculator,"Dropped my yellow calculator somewhere, idk where.",yellow,Milton,Canteen,Ananya,2025-08-22 17:34:15
7736,found,Calculator,Found a yellow calculator with minor marks.,yellow,Milton,Canteen,Ravi,2025-10-05 17:34:15
7737,lost,Calculator,L0stz calculator (black) bro pls help find.,black,Fastrack,Corridor,Rohit,2025-08-17 17:34:15
7738,found,Calculator,Found a black calculator with minor marks.,black,Fastrack,Corridor,Arjun,2025-09-06 17:34:15
7739,lost,Laptop Bag,L0st laptop bag (xblue) bro pls help find.,blue,Cello,Academic Block,Sneha,2025-10-17 17:34:15
7740,found,Laptop Bag,"blue laptop bag found, looks used but fine.",blue,Cello,Academic Block,Amit,2025-11-03 17:34:15
7741,lost,Mobile Case,"My grey mobile case is gone, slightly damaged.",grey,MI,Academic Block,Kavya,2025-10-26 17:34:15
7742,found,Mobile Case,"Picked up grey mobile cqase, belongs to someone.",grey,MI,Academic Block,Rahul,2025-08-07 17:34:15
7743,lost,Ruler,"I lost my grey ruler, has scratches near the edge.",grey,Puma,Library,Nikhil,2025-11-05 17:34:15
7744,found,Ruler,"Picked up grey ruler, belongs to someone.",grey,Puma,Library,Harsha,2025-09-29 17:34:15
7745,lost,Watch,"I lost my brown watch, has scratches near the edge.",brown,Lenskart,Canteen,Kiran,2025-09-24 17:34:15
7746,found,Marker,"Unclear item, hard to identify.",brown,Reebok,Seminar Hall,Vikas,2025-11-25 17:34:15
7747,lost,Watch,"My pink watch is gone, slightly damaged.",pink,Lenskart,Library,Amit,2025-11-13 17:34:15
7748,found,Watch,Found a pink watch with minor marks.,pink,Lenskart,Library,Kavya,2025-08-31 17:34:15
7749,lost,Lunch Box,"My red lunch box is gone, slightly damaged.",red,Cello,Cricket Ground,Suma,2025-09-03 17:34:15
7750,found,Lunch Box,"Picked up red lunch box, belongs to someone.",red,Cello,Cricket Ground,Rohit,2025-11-17 17:34:15
7751,lost,Clipboard,L0st clipboard (green) bro pls help find.,green,MI,Bus Stop,Pooja,2025-08-30 17:34:15
7752,found,Clipboard,Clipboard (green) discovered near walkway.,green,MI,Bus Stop,Ananya,2025-08-13 17:34:15
7753,lost,Marker,"Dropped my blue marker somewhere, idk where.",blue,Cello,Gym,Megha,2025-10-25 17:34:15
7754,found,Marker,Fo...und sum marker (blue) lol not sure whose.,blue,Cello,Gym,Kavya,2025-09-16 17:34:15
7755,lost,Textbook,L0st textbook (blue) bro pls help find.,blue,Samsung,Bus Stop,Pooja,2025-10-01 17:34:15
7756,found,Clipboard,Object does not match any typical campus items.,silver,Cello,Canteen,Kiran,2025-10-08 17:34:15
7757,lost,Sketchbook,"My pink sketchbook is gone, slightly damaged.",pink,Lenskart,Academic Block,Vikas,2025-09-25 17:34:15
7758,found,Sketchbook,idk Sketchbook (pink) discovered near walkway.,pink,Lenskart,Academic Block,Siri,2025-10-30 17:34:15
7759,lost,Sketchbook,"My red sketchbook is gone, slightly damaged.",red,Lenskart,Classroom A102,Pooja,2025-09-27 17:34:15
7760,found,Pencil Box,"Unclear item, hard to identify.",white,Nike,Garden,Ravi,2025-11-02 17:34:15
7761,lost,Wallet,"Can't find my wallet (yellow), has a sticker.",yellow,Casio,Garden,Amit,2025-11-30 17:34:15
7762,found,Wallet,Wallet (yellow) discovered near walkway.,yellow,Casio,Garden,Ravi,2025-11-20 17:34:15
7763,lost,Pen,"Can't find my pen (black), has a sticker.",black,Lenskart,Gym,Rohit,2025-08-23 17:34:15
7764,found,Pen,Found sum pen (black) lol not sure whose.,black,Lenskart,Gym,Suma,2025-11-29 17:34:15
7765,lost,Umbrella,"I lost my white umbrella, has scratches near the edge.",white,Puma,Garden,Shiva,2025-09-28 17:34:15
7766,found,Notebook,Found something totally unrelated.,brown,None,Admin Block,Kiran,2025-10-19 17:34:15
7767,lost,Notepad,"lol My white notepad is gone, slightly damaged.",white,Dell,Garden,Harsha,2025-11-12 17:34:15
7768,found,Notepad,"white notepad found, looks used but fine.",white,Dell,Garden,Rohit,2025-09-04 17:34:15
7769,lost,Textbook,"Can't find my textbook (brown), has a sticker.",brown,Dell,Hostel Block B,Sneha,2025-09-15 17:34:15
7770,found,Textbook,"brown textbook found, looks used but fine.",brown,Dell,Hostel Block B,Ravi,2025-10-21 17:34:15
7771,lost,Flask,"I lost my white flask, has scratches near the edge.",white,Adidas,Library,Pooja,2025-10-04 17:34:15
7772,found,Flask,Found a white flask with minor marks.,white,Adidas,Library,Manoj,2025-11-14 17:34:15
7773,lost,Mobile Case,"Missing mobile case (blue), last seen near campus.",blue,Boat,Academic Block,Ravi,2025-11-02 17:34:15
7774,found,Mobile Case,"Picked up blue mobile case, belongs to someon...e.",blue,Boat,Academic Block,Kiran,2025-08-16 17:34:15
7775,lost,Bag,"My purple bag is gone, slightly damaged.",purple,HP,Auditorium,Suma,2025-09-15 17:34:15
7776,found,Water Bottle,Description mismatch idk what this is.,brown,Cello,Admin Block,Manoj,2025-10-11 17:34:15
7777,lost,Bag,"Dropped my blue bag somewhere, idk where.",blue,Nike,Library,Suma,2025-08-28 17:34:15
7778,found,Bag,bhai Bag (blue) discovered near walkway.,blue,Nike,Library,Manoj,2025-09-09 17:34:15
7779,lost,Cap,"Can't find my cap (pink), has a sticker.",pink,WildHorn,Canteen,Deepak,2025-11-29 17:34:15
7780,found,Cap,Cap (pink) discovered near walkway.,pink,WildHorn,Canteen,Rohit,2025-10-09 17:34:15
7781,lost,Pencil Box,"fr Dropped my blue pencil box somewhere, idk where.",blue,HP,Corridor,Yash,2025-11-01 17:34:15
7782,found,Pencil Box,"blue pencil box found, looks used but fine.",blue,HP,Corridor,Manoj,2025-11-16 17:34:15
7783,lost,Water Bottle,"I lost my brown water bottle, has scratches xnear the edge.",brown,Lenovo,Cricket Ground,Siri,2025-11-03 17:34:15
7784,found,Water Bottle,"brown water bottlex found, looks used but fine.",brown,Lenovo,Cricket Ground,Rohit,2025-11-13 17:34:15
7785,lost,Water Bottle,"Dropped my black water bottle somewhere, idk where.",black,Casio,Canteen,Arjun,2025-09-08 17:34:15
7786,found,Water Bottle,Water Bottle (black) discovered near walkway.,black,Casio,Canteen,Vikas,2025-10-22 17:34:15
7787,lost,Flask,"Missing flask (brown), last seen near campus.",brown,WildHorn,Sports Complex,Ananya,2025-11-29 17:34:15
7788,found,Flask,"brown flask found, looks used but fine.",brown,WildHorn,Sports Complex,Megha,2025-08-04 17:34:15
7789,lost,Watch,"Missing watch (purple), last seen near campus.",purple,Adidas,Library,Nikhil,2025-11-18 17:34:15
7790,found,Pen,Description mismatch idk what this is.,green,Casio,Sports Complex,Arjun,2025-08-17 17:34:15
7791,lost,Textbook,"I lost my red textbook, has scratches near the edge.",red,Samsung,Main Gate,Rahul,2025-09-24 17:34:15
7792,found,Textbook,pls Textbook (red) discovered near walkway.,red,Samsung,Main Gate,Kavya,2025-10-07 17:34:15
7793,lost,Clipboard,"Can't find my clipboard (white), has a sticker.",white,Milton,Cricket Ground,Suma,2025-08-25 17:34:15
7794,found,Clipboard,Found a white clipboard with minor marks.,white,Milton,Cricket Ground,Yash,2025-08-19 17:34:15
7795,lost,ID Card,"Missing id card (brown), last seen near qcampus.",brown,Lenskart,Cricket Ground,Manoj,2025-09-20 17:34:15
7796,found,ID Card,Found a brown id card with minor marks.,brown,Lenskart,Cricket Ground,Nikhil,2025-08-18 17:34:15
7797,lost,Keychain,"Missing keychain (red), last seen near campus.",red,Casio,Canteen,Harsha,2025-10-30 17:34:15
7798,found,Keychain,Keychain (red) discovered near walkway.,red,Casio,Canteen,Manoj,2025-09-27 17:34:15
7799,lost,Water Bottle,"My brown water bottle is gone, slightly damaged.",brown,MI,Hostel Block B,Yash,2025-09-28 17:34:15
7800,found,Water Bottle,"brown water bottle found, looks used but fine.",brown,MI,Hostel Block B,Deepak,2025-09-15 17:34:15
7801,lost,Shoe,"Missing shoe (brown), last seen near campus.",brown,Boat,Classroom A102,Rohit,2025-08-19 17:34:15
7802,found,Shoe,"lol b...rown shoe found, looks used but fine.",brown,Boat,Classroom A102,Vikas,2025-09-15 17:34:15
7803,lost,Watch,"Can't find my watch (yellow), has a sticker.",yellow,Milton,Main Gate,Yash,2025-11-21 17:34:15
7804,found,Watch,Watch (yellow) discovered near walkway.,yellow,Milton,Main Gate,Rahul,2025-09-14 17:34:15
7805,lost,Marker,"Dropped my white marker somewhere, idk where.",white,Milton,Classroom A102,Ravi,2025-10-25 17:34:15
7806,found,Laptop Bag,Found something totally unrelated.,grey,Nike,Academic Block,Manoj,2025-11-11 17:34:15
7807,lost,Folder,L0st folder (brown) bro pls help find.,brown,Cello,Sports Ground,Arjun,2025-08-28 17:34:15
7808,found,Folder,Found a brown folder with minor marks.,brown,Cello,Sports Ground,Kiran,2025-11-11 17:34:15
7809,lost,Calculator,L0st calculator (silver) bro pls help find.,silver,Lenskart,Sports Complex,Sneha,2025-08-30 17:34:15
7810,found,Calculator,Calculator (silver) discovered near walkway.,silver,Lenskart,Sports Complex,Rohit,2025-09-07 17:34:15
7811,lost,Shoe,"Missing shoe (red), last seen near campus.",red,Cello,Gym,Yash,2025-09-03 17:34:15
7812,found,Shoe,"red shoe found, looks used but fine.",red,Cello,Gym,Deepak,2025-08-17 17:34:15
7813,lost,Pen,L0st pen (blue) b!!ro pls help find.,blue,Cello,Hostel Block A,Amit,2025-10-16 17:34:15
7814,found,Pen,Found a blue pen with minor marks.,blue,Cello,Hostel Block A,Suma,2025-08-19 17:34:15
7815,lost,Clipboard,"Can't find my clipboard (green), has a sticker.",green,Lenskart,Sports Ground,Nikhil,2025-08-08 17:34:15
7816,found,Earphones,Object does not match any typical campus items.,pink,WildHorn,Auditorium,Amit,2025-09-01 17:34:15
7817,lost,Pen Drive,"Can't find my pen drive (purple), has a sticker.",purple,Boat,Library,Rahul,2025-11-19 17:34:15
7818,found,Pen Drive,Found a purple pen drive with minor marks.,purple,Boat,Library,Harsha,2025-10-06 17:34:15
7819,lost,Folder,"Dropped my silver folder somewhere, idk where.",silver,MI,Gym,Rahul,2025-10-26 17:34:15
7820,found,Folder,"dude silver folder found, loqoks used but fine.",silver,MI,Gym,Ananya,2025-09-29 17:34:15
7821,lost,Bag,"Can't find my bag (red), has a sticker.",red,Nike,Seminar Hall,Rahul,2025-08-28 17:34:15
7822,found,Cap,"pls Unclear item, hard to identify.",black,Boat,Seminar Hall,Kiran,2025-10-29 17:34:15
7823,lost,Tumbler,"bhai I lost my brown tumbler, has scratches near the edge.",brown,None,Corridor,Deepak,2025-08-17 17:34:15
7824,found,Ruler,Object does not match any typical campus items.,red,Fastrack,Cricket Ground,Sneha,2025-11-23 17:34:15
7825,lost,Laptop Bag,"Missing laptop bag (grey), last seen near campus.",grey,MI,Garden,Harsha,2025-11-19 17:34:15
7826,found,Laptop Bag,"grey laptop bag found, looks used but fine.",grey,MI,Garden,Ravi,2025-10-15 17:34:15
7827,lost,Calculator,"I lost my red calculator, has scratches near the edge.",red,None,Main Gate,Ravi,2025-08-23 17:34:15
7828,found,Calculator,Found a red calculator with minor marks.,red,None,Main Gate,Rahul,2025-08-15 17:34:15
7829,lost,Water Bottle,"Can't find my water bottle (black), has a sticker.",black,MI,Admin Block,Deepak,2025-10-25 17:34:15
7830,found,Water Bottle,Found sum water bottle (black) lol not sure whose.,black,MI,Admin Block,Nikhil,2025-11-20 17:34:15
7831,lost,Lunch Box,"I lost my silver lunch box, has scratches near the edge.",silver,WildHorn,Parking Area,Harsha,2025-09-11 17:34:15
7832,found,Lunch Box,Lunch Box (silver) discovered near walkway.,silver,WildHorn,Parking Area,Siri,2025-10-25 17:34:15
7833,lost,Clipboard,"My grey clipboard is gone, slightly damaged.",grey,Lenskart,Main Gate,Manoj,2025-10-19 17:34:15
7834,found,Clipboard,Found a grey clipboard with minor marks.,grey,Lenskart,Main Gate,Siri,2025-10-17 17:34:15
7835,lost,Laptop Bag,"I lost my red laptop bag, has scratches near the edge.",red,Lenskart,Admin Block,Vikas,2025-08-11 17:34:15
7836,found,Laptop Bag,"Picked up red laptop bag, belongs to someone.",red,Lenskart,Admin Block,Vikas,2025-11-24 17:34:15
7837,lost,Charger,"I lost my blue charger, has scratches near the edge.",blue,Puma,Hostel Block B,Kiran,2025-10-23 17:34:15
7838,found,Charger,"Picked up blue charger, belongs to someone.",blue,Puma,Hostel Block B,Amit,2025-11-17 17:34:15
7839,lost,Wallet,"btw My purple wallet is gone, slightly damaged.",purple,Casio,Hostel Block A,Kavya,2025-09-20 17:34:15
7840,found,Wallet,Wallet (purple) discovered near walkway.,purple,Casio,Hostel Block A,Ravi,2025-09-29 17:34:15
7841,lost,Power Bank,"Can't find my power bank (silver), has a sticker.",silver,Nike,Classroom A102,Ravi,2025-08-22 17:34:15
7842,found,Power Bank,"silver power bank found, looks used but fine.",silver,Nike,Classroom A102,Sneha,2025-09-06 17:34:15
7843,lost,Folder,L0st folder (silver) bro pls help find.,silver,Casio,Academic Block,Arjun,2025-09-11 17:34:15
7844,found,Folder,"Picked up silver folder, belongs to someone.",silver,Casio,Academic Block,Ananya,2025-10-27 17:34:15
7845,lost,Sketchbook,"I lost my red sketchbook, has scratches near the edge.",red,Nike,Garden,Rohit,2025-11-26 17:34:15
7846,found,Sketchbook,"red sketchbook found, looks used but fine.",red,Nike,Garden,Ravi,2025-09-27 17:34:15
7847,lost,Textbook,"Can't find my textbook (white), has a sticker.",white,Puma,Canteen,Harsha,2025-10-22 17:34:15
7848,found,Textbook,fr Found sum textbook (white) lol not sure whose.,white,Puma,Canteen,Amit,2025-11-08 17:34:15
